6813,3296
191,4973
1859,6641
3513,249
5155,1891
333,3529
1973,5169
3614,776
5261,2423
934,4064
2585,5715
4223,768
5883,2428
435,4069
2076,5710
3722,495
5364,2137
334,3787
1973,5426
3623,7076
5257,713
6903,2359
8550,4006
663,5645
2302,7284
3933,8915
5567,277
7212,1922
8845,3555
1367,5231
3011,6875
4663,808
6307,2452
665,4127
2304,5766
3949,276
5603,1930
7248,3575
1200,5204
2868,6872
4509,249
6159,1899
332,3537
1973,5178
3617,276
5253,1912
220,3559
1863,5202
3506,6845
5147,1210
6781,2844
718,4486
2362,6130
4018,7786
5658,613
7310,2265
56,3909
1694,30
3331,1667
28,3307
1685,4964
3326,6605
4967,660
6603,2296
28,3954
1662,5588
3306,221
4955,1870
6598,3513
1664,5177
3307,6820
4946,943
6584,2581
820,4217
2467,5864
4124,283
5751,1910
7384,3543
220,5194
1862,6836
3536,8510
5173,904
6831,2562
1242,4198
2863,5819
4484,7440
770,1380
2383,2993
3995,4605
5616,6226
-1,-1
1033,863
1081,814
2688,2421
646,646
2099,2099
4041,4041
5860,473
560,1683
2950,4073
1671,1671
3398,283
573,1919
2213,331
3855,1973
711,3607
2354,5250
3987,931
5635,2579
1335,4229
2986,28
4652,1694
56,3332
1698,4974
3353,249
4985,1881
629,3516
2272,5159
3912,771
5557,2416
634,4060
2304,5730
3952,447
5614,2109
248,3745
1887,5384
3405,616
5188,2399
287,4055
1858,5626
3630,826
5275,2471
28,4110
1666,5748
3326,220
4967,1861
6607,3501
610,5141
2249,57
177,177
629,1813
2291,3475
46,466
1496,0
3131,1635
4769,3273
689,4914
2334,6559
3977,248
5618,1889
7263,3534
501,5182
2135,6816
3774,8455
5414,362
7066,2014
990,3653
2632,0
4269,1637
409,4678
2314,6583
3953,220
5599,1866
275,3512
1914,5151
3580,288
5219,1927
82,3557
1717,5192
3379,6854
5011,1316
6654,2959
771,4601
2414,6244
4055,827
5706,2478
1349,4142
2984,5777
4627,0
6011,1384
7912,3285
495,4932
2142,6579
3704,140
5437,1873
7081,3517
1248,5168
2893,6813
4537,29
6198,1690
28,3331
1670,4973
3320,1
4957,1638
1306,3282
2939,379
313,2051
1981,3719
3630,333
5266,1969
0,3600
1639,5239
3285,0
4927,1642
6570,3285
1010,4916
2645,6551
4279,1317
5929,2967
1411,4693
3055,1
4694,1640
383,3273
2035,4925
3666,631
5304,2269
681,3905
2325,5549
3957,7181
5588,1203
7217,2832
8842,4457
629,6150
2260,7781
3891,517
5571,2197
7200,3826
847,5457
2504,7114
586,1161
2197,326
609,1935
309,309
610,135
2232,1757
627,3378
2074,174
1493,766
3116,2389
519,4013
2146,5640
3768,7262
5442,1674
865,3585
794,1193
833,163
2541,1871
777,3611
2415,221
4053,1859
1020,3501
2655,220
1080,0
2722,1642
781,3303
2453,4975
243,243
1890,1243
0,2877
123,218
1,1182
1378,1620
779,1394
2417,410
473,2051
2122,501
552,2138
2197,609
607,2245
2255,605
442,2245
40,93
345,304
279,199
1398,715
575,2349
2224,412
84,2048
137,1366
1776,54
3429,1707
1238,3351
2886,885
605,2528
2254,446
139,2087
1783,83
3432,1732
1311,3386
2950,1130
795,2758
2433,575
382,2210
2036,83
3675,1722
1319,3358
2958,907
412,2542
2067,221
0,1862
1642,3504
3321,1042
906,2683
2542,411
0,2047
1636,3683
3275,906
412,2540
2079,242
1088,333
285,316
1168,1181
2820,186
854,195
1874,1215
1688,3482
3323,411
4960,2048
992,3694
2630,386
4271,2027
1202,3658
2849,5305
4481,1318
6113,2950
7752,4589
9383,6220
438,7853
2074,9489
3704,11119
5337,12752
6964,14379
8597,763
10227,2393
11860,4026
13494,5660
15136,7302
114,8936
1773,10595
3433,284
5071,1922
219,3561
1865,5207
3510,84
5155,1729
0,3372
1661,5033
3303,6675
4943,8315
6590,249
8233,1892
933,3530
2570,988
880,2629
2528,688
468,2331
2110,466
442,2109
2079,248
3719,1888
961,3598
2602,355
4243,1996
1014,3634
2661,29
4300,1668
549,3308
2185,4944
3821,1636
274,3274
1911,4911
3546,603
0,2239
1666,3905
3299,302
4937,1940
632,3583
2269,0
3901,1632
275,3269
1909,4903
3556,609
5193,2246
1636,3882
3281,279
4924,1922
659,3559
2317,16
3954,1653
357,3291
1995,4929
3633,823
28,2466
1667,4105
3293,466
4924,2097
1152,3734
2794,247
4430,1883
577,3522
2312,5257
3954,1642
443,3289
2086,4932
3735,730
5372,2367
1648,4015
3284,494
4943,2153
825,3792
2464,250
4105,1891
785,3547
2594,286
84,1934
1728,1
3421,1694
1053,3398
2681,137
4359,1815
990,3452
2633,822
598,2512
2241,331
119,1977
1764,57
1,1694
1635,3328
3275,968
632,2590
2262,409
3903,2050
0,3800
1625,5425
3257,7057
4874,8674
6490,10290
8104,11904
11331,15131
12952,819
14566,2433
16179,4046
17794,5661
19416,7283
21030,8897
22650,10517
24261,12128
0,13740
1614,15354
3226,16966
4844,18584
6461,20201
-1,-1
0,901
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
1076,-1
2710,-1
4349,765
5991,2407
742,4044
2377,5679
4018,714
5657,2353
6996,3692
1634,5636
3279,7281
4913,274
6548,1909
8182,3543
221,5180
1860,6819
3483,8442
5120,1233
6767,2880
716,4524
2348,6156
3987,1211
110,2858
1744,28
3376,1660
1,3297
1631,4927
3267,29
4900,1662
448,3305
2090,4947
3725,304
5387,1966
462,3614
2094,5246
3732,308
5362,1938
7003,3579
1214,5219
2852,6857
4547,488
264,2142
1902,29
2113,0
3724,1611
551,3238
2186,1171
936,936
576,2621
2214,4259
3960,6005
922,498
413,2135
1921,32
1565,1298
1298,2918
374,1621
2019,1538
979,3188
2629,87
4317,1775
573,3456
2208,1
3845,1638
494,3270
2157,4933
3794,1321
5420,2947
1531,83
3215,1767
635,3403
2274,148
333,1782
1971,0
3604,1633
557,3276
2202,56
3837,1691
577,3329
2215,55
3873,1713
2392,806
467,2414
2092,466
603,2072
2221,1296
1293,0
768,1
1,1652
1637,546
472,2234
527,527
561,0
1854,1293
1112,3354
2764,138
204,1460
2177,1366
904,2990
2575,4661
314,0
325,580
1740,1831
1724,1
3372,1649
1518,83
0,1716
1643,84
441,1733
2079,139
0,1801
1638,3439
3277,551
28,2193
1670,3835
3310,387
0,2035
1632,3667
3276,1327
803,2973
2455,591
548,2229
2195,521
509,2170
2151,413
84,2081
1722,1
3355,1634
1631,3265
3298,1325
0,2956
1635,4591
3338,436
1241,0
522,1721
82,1201
1721,578
1320,2390
2975,448
4623,2096
1293,3736
2933,220
4567,1854
830,3499
2479,0
4120,1641
2225,4922
3882,1342
372,2806
2196,4630
249,1279
1920,276
84,1901
1715,3532
3349,1258
879,2896
2029,91
4176,2238
1324,3878
2957,324
4594,1961
850,3597
2480,84
4113,1717
576,3355
2207,4986
3847,1640
550,3277
2195,4922
3836,1016
82,2656
1756,4330
3397,1073
570,2763
2208,4401
3852,1080
522,2712
2157,82
3798,1723
1206,3360
2844,576
359,2222
2002,29
3650,1677
1219,3322
2851,576
30,2222
1750,3942
3197,1132
607,2299
2264,592
25,1702
111,958
1752,86
3393,1727
1035,3361
2676,141
4304,1769
272,3537
1924,30
1,1680
1198,2877
1,1676
1636,0
3273,1637
1234,3267
2874,961
578,2604
2221,579
551,2226
2243,388
222,2038
1869,546
497,2182
2134,385
139,2024
1774,82
28,1716
1669,0
3306,1637
1211,3277
2846,634
575,2272
2214,546
495,2186
2128,383
138,2016
1776,83
28,1721
1664,0
3303,1639
1320,3274
2961,1020
633,2661
2274,579
555,2221
2193,470
330,2106
1968,84
28,1723
1663,3358
3308,1330
928,2963
2561,551
472,2186
2110,386
109,2008
1744,56
1,1699
1637,3335
3277,1360
748,3011
2392,581
526,2227
2166,467
414,2107
2051,274
138,1908
1784,84
28,1717
1666,0
3307,1641
629,3275
2273,583
554,2231
2194,550
553,2197
2186,549
551,2186
2188,549
522,2192
2163,498
495,2144
2131,494
495,2133
2140,499
411,2138
2039,381
302,2020
1939,111
55,1754
1694,1
3320,1627
1099,3259
2736,743
579,2375
2222,553
498,2186
2137,442
386,2084
2029,140
84,1777
1776,0
3419,1643
1211,3283
2855,935
808,2638
2450,578
551,2223
2182,494
301,2135
1943,83
1,1734
1639,3372
3273,1557
964,3195
2606,580
547,2214
2181,495
384,2150
2018,138
55,1780
1703,1
0,1647
1646,3293
3282,580
495,2232
2132,220
28,1859
1672,28
29,1663
1667,1
0,1638
1637,3275
3274,273
4901,1900
28,3531
1650,5153
3296,551
465,2185
2098,388
137,2018
1783,57
3420,1694
5061,3335
464,4975
2095,6606
3714,8225
6935,11446
8549,13060
917,887
0,271
401,758
396,395
-1,-1
147,147
184,168
150,150
454,3348
2051,4945
3652,6546
5250,8144
6852,9746
8448,11342
10048,12942
11651,14545
13249,1227
14848,2826
16441,4419
18031,6009
566,9334
2182,10950
3864,400
40,571
4,4
497,1039
2121,494
415,2138
2047,138
56,1773
1693,1
3331,1639
1326,3284
2967,659
548,2296
2190,524
468,2161
2109,387
83,2019
1704,56
0,1694
1641,3335
3277,1211
917,2858
2570,585
471,2222
2127,88
3798,1759
943,3403
2622,1250
1265,2882
56,1645
1695,138
303,1779
1948,444
625,2157
2276,556
1540,0
28,1650
1714,141
246,1783
1894,334
332,1969
1968,441
222,1818
2137,547
585,2193
2236,251
3875,1890
1122,3590
2769,830
0,2469
1740,4209
1271,2954
2918,1215
906,2861
2548,826
502,2479
2146,303
109,1941
1745,0
3386,1641
1264,3276
2913,977
0,2627
1640,4267
3283,1272
1182,2912
2818,877
387,2521
2025,137
3669,1781
1296,3413
2935,1100
878,2740
2527,470
83,2140
1734,3791
3367,902
1328,84
382,1716
2020,551
966,2248
2614,1108
918,2777
2557,851
853,2607
2759,631
1023,84
687,1848
1,1261
1650,164
508,1816
2172,553
589,2186
2228,721
852,2353
0,1098
1638,28
83,1656
1719,220
389,1870
2066,470
608,2114
2339,798
741,2438
2381,802
747,2450
2381,1016
1324,56
303,1692
1948,467
413,2107
2049,55
1233,584
1057,2218
83,1343
1724,1
3365,1642
1630,3278
3270,1325
1211,2966
2849,906
828,2548
2465,602
592,2257
2232,550
550,2207
2186,575
558,2217
2202,550
579,2182
2229,614
606,2266
2249,582
2296,632
551,2281
2211,524
497,2163
2143,391
534,2038
2202,558
664,2393
2630,1402
1354,3120
2994,1218
1273,0
28,1645
1664,110
3333,1779
4964,3410
1368,5109
3008,1043
491,2679
2142,4330
56,1310
1744,85
138,1734
2027,166
84,1808
1712,3436
3378,110
5016,1748
470,3378
2110,5018
3738,6646
5363,8271
6986,1316
8607,2937
10240,4570
11867,6197
1328,7846
3079,512
111,2158
1809,110
56,1756
1694,28
1,1685
1643,3327
3270,1320
742,2962
2377,633
580,2274
2219,551
493,2195
804,799
232,232
1869,1869
56,3530
223,271
1874,493
138,2130
1790,57
29,1737
1672,3380
65,65
1944,2065
3585,1325
446,2964
2087,0
3745,1658
579,3297
2212,300
1,1941
1641,3581
3303,656
440,2295
2091,1
0,1659
1643,3302
3377,584
5044,2251
845,3876
2533,150
4343,1960
1097,3657
2725,5285
15,15
29,466
225,1387
574,503
2370,2299
746,28
706,1851
0,46
721,721
108,109
1739,849
1010,910
1620,1620
516,275
843,313
2477,1947
514,514
29,2305
162,81
335,28
1062,1106
153,77
735,1
465,1630
139,1144
1852,390
499,561
1,388
1010,1061
298,83
797,559
2420,2182
4048,3810
88,5560
1770,393
3399,2022
16,16
8,3
1511,631
1498,2446
3142,1210
580,2848
2224,221
56,1856
1705,3505
3344,743
431,2382
2072,1
222,1636
1851,1
3497,1647
854,3287
2530,587
0,2228
1636,3864
3418,715
5060,2357
631,3998
2272,5639
3905,1206
5530,2831
7157,4458
8793,6094
432,7719
2071,9358
3700,10987
5327,28
6950,1651
0,3303
1680,4983
3306,738
579,2390
2246,138
3874,1766
583,3405
2219,0
3861,1642
580,3303
2224,330
555,1989
2193,110
0,1761
1635,3396
3303,1349
1397,3060
3054,1287
1211,2931
2856,583
495,2218
2136,224
55,1863
2281,444
1,2100
1657,3756
3355,1267
1248,2919
2893,1243
419,2893
2079,4553
3733,1312
916,3046
2559,1
4322,1764
746,3410
2388,607
550,2237
2177,438
220,2089
1855,55
3508,1708
466,3357
2100,4991
3725,801
0,2463
1671,4134
3287,464
4909,2086
6537,3714
8148,5325
0,6944
1615,8559
3229,10173
4846,11790
6463,13407
8092,15036
9711,1305
11327,2921
12943,4537
14562,6156
1800,409
1020,70
2693,1743
42,573
2355,2886
-1,-1
-1,-1
-1,-1
-1,-1
609,-1
331,1209
58,926
30,127
84,1236
1721,275
424,1957
2053,247
219,1881
1862,82
1,1725
1649,3373
3281,1040
581,2691
2210,1
3846,1637
827,28
439,1670
29,820
1670,466
852,55
493,1689
56,912
1694,493
963,84
521,1725
84,906
1723,496
881,56
442,1697
28,745
1664,440
825,28
464,1663
56,854
1691,492
911,55
493,1693
55,876
1686,494
911,58
496,1703
28,797
1668,413
714,1
330,1647
1977,634
1640,276
606,1945
193,1300
1893,552
1073,83
496,1718
28,820
1669,413
745,1
332,1642
1977,635
1325,219
577,1854
113,1126
1775,521
1014,84
498,1727
55,847
1694,439
758,40
385,1704
1,714
1649,332
659,0
248,1637
1893,580
1278,221
549,1864
110,1194
1753,524
911,57
467,1696
28,800
1669,385
689,0
276,1646
1916,577
1239,201
578,1854
250,1334
1899,634
1329,332
747,28
417,1733
0,715
1637,330
1263,418
387,2074
2024,383
3652,2011
220,3634
1849,5263
3527,6941
5247,924
550,2560
2206,609
589,2282
2216,3909
3854,1323
0,3022
1641,332
658,0
279,1638
1911,631
1368,274
604,1909
249,1328
1888,581
1209,139
547,1777
84,1069
1731,521
1076,110
554,1753
137,1134
1781,552
1096,111
551,1752
83,1014
1720,496
902,83
494,1724
56,879
1699,493
852,56
495,1696
55,857
1697,469
853,56
468,1691
29,821
1669,442
748,29
413,1680
28,742
1665,411
742,29
436,1663
28,768
1670,416
750,29
412,1693
28,713
1670,384
717,1
386,1643
1,696
1646,328
633,1974
219,1324
1857,578
1149,111
346,519
0,659
631,387
1253,329
658,0
329,1640
0,632
1647,246
605,1886
249,1325
1901,619
1396,2332
3037,27
4710,1700
28,3345
1671,4988
3313,549
4964,2200
632,3836
2270,5474
3912,941
5551,2580
644,4223
2295,5874
3934,882
5579,2527
1342,4185
2978,222
4612,1856
608,3502
2253,5147
3888,441
5538,2091
1154,174
2795,1815
1329,3458
2973,1360
745,3013
2397,4665
4094,839
28,2483
1658,4113
3289,497
4931,2139
298,298
1956,935
3589,2568
1319,4201
3021,474
904,2228
2547,587
553,2228
2206,496
414,2134
2062,250
111,1900
1779,87
1,1749
1659,3407
3316,869
419,2518
2063,1
3724,1662
985,3325
611,1339
2246,0
3912,1666
55,3305
1685,4935
3323,576
4966,2219
513,3876
2147,5510
1093,425
1182,86
2819,1723
577,3363
2221,200
181,1859
1819,83
28,1724
1667,1
439,1633
2081,414
276,2057
1922,29
3567,1674
676,3320
2321,4965
3967,194
5609,1836
274,3467
1925,5118
6,745
1650,2389
3291,964
444,2614
2093,155
28,1787
1672,3431
3322,1049
921,2694
2550,1466
417,3103
2051,4737
3685,605
5321,2241
957,3875
2582,5500
4223,222
5883,1882
1371,3568
3018,630
647,2300
2313,633
551,2273
2204,83
3848,1727
0,3359
1679,5038
3303,1315
1361,2991
3026,692
838,107
274,1765
1916,304
356,1942
1998,303
357,1939
1990,357
273,2001
422,883
2063,549
578,2192
2,30
20,4
30,9
35,10
59,19
8,34
49,5
1512,783
110,2420
1749,4059
3385,984
127,2653
1770,4296
3407,933
1,2593
1666,4258
3303,413
4946,2056
495,3688
2158,5351
3788,359
5456,2027
385,3661
2021,5297
3647,6923
5350,428
768,56
495,1694
83,904
1710,519
1070,137
552,1780
220,1210
1859,575
1296,276
656,0
385,1635
28,747
1664,465
877,82
550,1716
219,1123
0,604
1641,385
745,29
467,1669
56,838
1691,494
991,139
577,1773
220,1232
1847,545
3464,2162
0,3777
-1,-1
356,-1
-1,-1
-1,-1
57,57
-1,-1
0,-1
1763,48
551,551
187,627
237,237
284,132
1077,740
-1,-1
-1,-1
-1,-1
83,-1
390,2789
3719,1151
1014,4324
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
2784,-1
1811,1091
40,40
1792,671
322,1042
2136,938
27,15
-1,-1
1133,156
7137,6160
1164,122
1861,929
1604,412
-1,-1
-1,-1
641,1273
3479,1044
1949,399
-1,-1
33,1103
2956,1616
-1,-1
-1,-1
469,-1
923,-1
2195,789
525,1405
3160,1607
-1,-1
1641,503
76,2011
3089,1679
-1,-1
80,-1
1656,480
1171,2400
1293,2072
3111,1551
357,1850
-1,-1
316,2044
1836,47
-1,-1
503,1839
1151,2952
524,1879
-1,-1
-1,-1
50,373
-1,-1
1302,592
-1,-1
1671,553
6019,2170
1523,556
537,2233
1744,76
1831,132
1996,384
2130,420
1591,736
-1,-1
560,458
2803,1172
-1,-1
309,7
2913,786
399,305
1043,2720
2097,453
-1,-1
-1,-1
1078,2784
3550,1696
2177,728
1476,300
2436,523
2365,779
3104,27
761,3038
173,1292
2718,1211
-1,-1
340,304
265,14
2397,1097
4000,2700
475,2060
1164,5140
3377,1410
356,2359
1992,95
771,2903
1823,212
3003,1413
1014,3678
2939,1464
974,2272
2239,1182
1940,3756
417,82
345,1506
238,1238
472,83
1901,1512
2056,548
2994,1592
810,1796
-1,-1
267,1277
1608,3543
2576,0
345,1240
2185,823
-1,-1
1985,1912
-1,-1
353,2270
1318,4701
-1,-1
-1,-1
70,179
59,60
573,754
2019,963
980,211
603,1359
989,3011
522,1997
373,1681
2296,903
345,2631
2,3308
-1,-1
-1,-1
698,1063
1907,634
2000,979
1039,2324
597,1431
1996,970
2666,1163
1587,3316
529,2477
4822,6352
1114,2189
2919,1208
3082,1725
888,2839
1738,777
1077,2947
2079,853
0,0
1784,141
2904,1230
574,0
-1,-1
1280,24
914,2003
294,53
1192,164
468,468
625,28
1655,3389
2795,1059
2089,79
2585,982
1891,3991
0,225
1820,325
902,2253
2749,1357
684,3091
2603,673
2459,481
2455,699
1545,518
2249,180
1116,2742
1415,790
0,3
774,2069
398,1525
2499,767
1940,246
2108,684
2204,550
2139,940
2366,902
2384,1243
1807,797
1264,3076
691,2340
1971,459
379,1757
1606,125
1987,555
1749,181
14,14
1566,1101
1981,335
1324,17
-1,-1
509,1381
1607,2029
889,2348
3284,1596
2631,1299
4646,2143
1971,3521
756,0
382,2119
1276,2823
446,2014
1973,423
-1,-1
594,300
3448,936
1575,4650
371,2153
718,-1
-1,-1
1059,2941
2629,200
1117,4053
428,48
264,152
2516,4227
2692,56
1058,2701
164,1115
1814,791
3210,2187
276,1939
1969,243
-1,-1
677,344
319,525
3181,1953
1417,1379
3897,1185
3315,830
2265,5011
3206,1577
2037,384
36,0
580,370
1850,496
659,2169
6097,3225
-1,-1
119,-1
2351,162
1322,177
-1,-1
3,347
1446,154
3671,478
4560,2381
983,3576
1441,3981
-1,-1
1137,1137
1931,297
83,372
471,1689
857,2207
1648,24
331,361
57,23
33,56
-1,-1
910,1060
3176,1522
682,364
1544,2206
1356,507
-1,-1
3308,1337
1036,2424
834,3197
1625,3252
4731,2256
165,2102
4090,1843
-1,-1
2008,630
1428,4679
119,1692
4289,8226
990,2594
437,286
5265,2398
342,2340
2023,365
2359,945
103,882
708,323
3151,1171
110,2520
191,4740
325,496
924,448
1902,844
152,1762
1768,131
276,2017
359,2018
2775,1228
581,2234
1597,1265
1649,3011
671,-1
2220,689
1702,346
1931,3777
0,0
0,0
3534,486
1,0
0,0
1,1
29,29
18,1285
1,0
1599,3711
1981,483
0,0
-1,-1
510,784
351,348
1059,0
2210,1151
2286,358
538,208
2735,6675
2900,1379
4021,730
49,49
118,242
462,-1
6417,3148
842,1129
4003,1632
4621,2395
511,3150
3420,2756
115,2377
391,5
-1,-1
1495,194
277,3728
4431,7074
4376,2295
1482,3270
1326,3145
1237,2708
2262,853
1500,468
-1,-1
160,411
1220,2311
425,2049
141,359
354,-1
1149,331
200,1445
501,136
225,1106
791,2607
885,1966
933,2182
2048,624
1591,3220
2353,514
1815,5780
840,2030
381,1514
830,1904
6,928
156,1705
501,1559
932,2656
1785,933
896,2057
1188,47
747,1112
2023,700
2616,1635
395,1202
1,0
-1,-1
1495,306
1886,4226
472,2879
388,53
1418,1083
175,132
3066,349
304,321
2484,629
760,150
2151,1288
44,-1
445,1534
588,28
-1,-1
387,2019
1064,2383
208,2335
190,-1
1860,674
1913,636
-1,-1
976,1808
918,458
4005,1917
403,1339
2270,634
