4,1555
4,14
375,2330
316,609
1780,253
472,715
161,168
185,1340
378,970
113,964
1048,636
2116,903
1895,3822
9012,408
860,2162
478,1604
1161,3135
2624,4826
1,0
2086,6051
3355,7320
501,278
1790,899
1040,36
46,1301
1526,2781
2533,854
413,1916
1458,297
962,3172
2821,1006
166,553
789,3036
1481,1223
921,2535
2006,623
306,285
461,696
362,499
743,1773
0,1061
3600,1987
5466,3286
1687,1301
2306,708
2634,862
4011,1778
192,340
1510,1019
656,1369
0,529
931,3325
512,4660
780,1876
642,2169
1121,2560
277,4722
232,3396
-1,-1
757,2087
0,1002
513,1154
347,10
474,985
1603,195
552,1571
5258,2208
1662,4563
497,-1
3185,1610
3887,3170
277,1161
2934,1216
2522,1135
166,23
1595,394
0,0
1424,2867
140,1628
1052,2794
368,1003
1576,186
360,3085
3992,761
403,2423
968,2577
121,1178
91,1143
803,2307
353,1990
482,1828
1491,0
992,3449
2424,745
2109,751
717,1910
2176,555
-1,-1
989,2538
1102,2500
122,1864
2064,5657
1635,4916
681,2885
2743,534
0,0
2114,742
3645,1886
394,10
2300,468
1336,3197
1596,421
803,2802
304,184
174,-1
825,37
467,1345
5503,2572
2601,5273
4091,1786
505,2154
1378,2672
1865,1070
587,2221
528,434
1924,589
2294,741
13,53
189,301
0,2
1614,779
1038,623
81,159
20,32
1081,454
1043,1059
1040,1052
1048,1069
1343,1
1069,1054
30,255
1695,2361
593,1633
659,2100
2024,818
1186,1964
1369,1979
1409,464
119,96
27,437
388,987
1922,269
668,179
1512,266
846,1912
365,33
0,81
496,1046
32,757
29,217
1904,581
981,230
3244,915
36,38
374,1083
1833,605
1730,702
1481,181
470,1622
659,1701
1595,693
767,27
1404,3158
-1,-1
1141,1394
179,280
257,80
125,321
265,99
145,24
2067,1122
2398,1012
2106,798
36,776
1769,652
1384,522
862,114
2075,554
624,2297
1068,2639
3154,155
896,2230
3139,1163
2987,1289
1071,3085
232,1283
661,2905
-1,-1
-1,-1
1301,413
1291,645
1139,288
1591,4017
499,1078
841,2897
1118,2709
1164,3185
362,2672
355,2400
2198,775
88,1158
1058,179
-1,-1
696,806
298,125
430,1172
1064,2623
1507,2547
1079,3578
126,247
71,314
133,1157
35,36
448,119
542,159
1155,125
376,1806
62,325
353,556
-1,-1
9272,15367
661,439
1228,2105
1828,332
83,-1
-1,-1
4014,1398
1623,200
2232,86
171,1884
3266,889
3050,718
721,495
388,2067
53,200
196,58
1280,514
948,540
419,1656
1339,3099
3919,1100
2143,512
0,189
1246,3388
1518,2658
72,176
13,-1
696,530
573,38
4247,1889
2941,1441
2138,1329
1225,5276
398,3853
560,2580
751,2107
1603,3561
-1,-1
164,618
393,1189
0,0
146,19
56,194
35,312
1238,1348
1638,648
869,2302
542,1646
1,945
1619,589
1112,344
703,1967
423,1477
2042,857
1624,539
980,1
591,1626
315,1058
1944,646
1276,397
764,2027
508,1571
2142,891
1615,563
1035,317
645,1936
399,1276
2016,726
1510,480
837,2097
534,1599
2150,890
1617,559
1007,315
596,1948
318,1061
1946,650
1251,401
727,2019
457,1517
2087,871
1630,563
943,2
593,1628
343,1060
1962,675
1522,314
1964,343
426,1961
2042,536
756,2156
2372,837
891,2459
2512,893
957,2526
2580,1002
1033,2625
2652,1058
1083,2677
2707,1171
1273,2788
2895,1426
1489,3055
3106,1506
1533,3124
3155,1566
1561,3184
3187,1597
1623,3221
0,1614
1620,3234
313,1636
1938,314
313,1932
1930,315
333,1932
1969,619
890,2235
1,1458
1618,531
756,2148
2378,1081
1595,371
594,1999
2220,868
1083,2492
231,1538
1941,592
862,2211
2494,1178
1460,2805
3085,1568
1627,316
1084,1941
2710,1460
1593,0
314,1617
1936,429
658,2063
2310,3715
3968,1656
1295,3301
2947,4953
1527,1526
314,3141
1935,4762
3560,595
5191,2226
1292,3834
2924,5466
4544,1537
6158,3151
1622,4774
3245,538
4883,2176
1375,3799
2994,5418
4603,1609
719,3248
2346,4875
3972,1569
426,3191
2052,4817
3674,1483
314,3104
1940,4730
3555,1367
5188,3000
1618,4618
3247,429
4874,2056
1487,3681
3116,431
4243,1558
1574,3714
3203,455
4830,2082
1606,3745
3260,999
842,841
315,2463
4276,120
195,25
4,0
8,12
2,6
6,2
2,8
5,10
0,11
13,5
13,8
11,8
3,9
10,0
11,16
4,14
1,2
0,9
2752,1109
6409,1813
1359,1620
2527,141
4586,2200
590,3819
2205,5434
3823,313
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
427,-1
2042,-1
3654,1363
1578,2992
3201,1168
4818,2785
1224,4410
2845,6031
4471,1460
6093,3082
1473,4723
3090,2
4708,1620
346,3284
1982,4920
3603,313
5239,1949
620,3570
2246,727
1055,2347
2685,1464
1630,320
369,1944
1990,428
508,2052
2135,566
620,2187
2246,701
1025,2320
2649,1226
1617,307
371,1933
1991,423
511,2044
2129,561
597,2189
2218,728
1057,2346
315,1238
1937,368
419,1979
2055,559
622,2182
2275,756
1072,2439
2687,4054
522,382
240,227
1060,1
728,2188
1,1171
1635,624
1277,315
645,1941
316,1306
1936,648
1369,308
678,1934
317,1401
1938,675
1428,316
701,1938
346,1462
1997,731
1492,404
917,2021
539,1601
2178,1128
1630,625
1301,343
673,1984
315,1429
1939,646
1273,1
2216,1061
1595,481
1106,2128
565,1625
1,1172
1631,592
1146,2214
2770,1460
1602,454
854,2119
309,1370
1945,575
1057,2199
424,1590
2049,813
1240,0
1941,649
1371,424
838,2045
563,1620
318,1036
1956,714
1511,509
895,315
619,1938
427,1279
2053,815
1624,565
1030,316
671,1936
453,1465
2078,867
1624,594
1166,395
758,2020
540,1600
346,1035
1969,704
1510,476
899,318
594,1946
523,1315
0,895
1635,596
1172,372
703,1999
483,1465
2118,907
1626,596
1161,362
727,1978
508,1534
0,891
1620,564
1028,316
671,1935
453,1430
2071,834
946,1
592,1622
398,1221
2039,831
970,2471
2598,983
1591,426
756,2047
315,1297
1939,616
1005,2249
722,1684
2377,1091
315,2721
1936,4342
3561,1461
1030,3084
2649,0
4276,1627
1395,3269
3070,1479
2908,1223
1545,316
592,1937
2213,975
1264,2610
402,1599
2028,650
1106,2262
1,1486
1624,564
971,2179
1479,2984
314,1592
1937,592
726,2212
2351,1083
1430,2706
453,1623
2074,591
1175,430
874,0
596,1633
481,1305
314,916
1934,673
892,316
677,1943
507,1457
315,947
1933,668
1468,483
890,315
644,1933
452,1454
306,882
1928,648
1367,480
897,314
652,1941
481,1457
316,899
1942,650
1464,486
887,306
326,1993
1990,3657
3611,1304
318,2930
1948,4560
3584,1225
5210,2851
1651,4502
3277,1114
346,2745
1961,4360
3587,1196
809,2816
2446,0
4082,1636
924,3264
2596,4936
4251,1654
785,3295
2421,4931
4076,1258
313,2956
2060,315
3667,1922
362,524
1343,176
1525,3459
534,2209
2160,401
312,2053
1932,1
3550,1619
1618,3238
3238,1619
1540,3243
3163,1359
1282,343
816,1972
0,1139
1634,461
876,2110
2503,345
4129,1971
1537,3592
3195,539
4818,2162
1621,3785
1027,2385
2645,1248
1479,2864
314,1618
1946,508
825,2164
780,1511
2400,1028
1456,2643
311,62
823,2535
400,2435
2780,7273
305,264
1400,4180
2307,4796
2135,992
971,341
700,1348
152,-1
609,1244
2558,1206
25,1648
1296,2119
2186,776
523,865
1,0
18,125
345,5
-1,-1
1022,2063
1649,367
3889,1677
308,210
3110,884
629,1468
2116,1042
1387,269
1491,2848
446,2453
250,158
1328,1803
2953,1309
1284,2936
2903,1277
1602,0
832,576
1293,2215
2922,1309
1286,2939
2930,1298
1729,3700
0,1305
1628,88
257,1715
1882,365
452,2009
2076,674
904,2305
2545,1023
1065,2651
2698,1179
1226,2808
2862,1263
1117,2892
2740,646
110,2257
1753,3900
3372,1300
826,2934
2452,900
1309,310
387,1933
2030,453
846,2089
2488,941
1016,2588
2639,1032
1096,2666
2707,1186
1250,2807
2872,1306
1298,2919
2931,1318
1310,2943
0,1303
1655,88
503,1726
2125,1058
1311,0
255,1619
1910,667
1140,2316
31,1339
1686,427
947,2047
0,1324
590,2039
2240,1282
1330,2929
2967,878
178,2531
1806,0
3429,1623
1314,3255
2934,703
123,2353
1777,0
3411,1634
1330,3284
2974,687
452,2326
2096,2
3727,1633
1335,3282
2969,679
56,2303
1686,3933
3345,1344
486,2993
2131,4638
3760,1314
876,2949
2532,30
4169,1667
1333,99
1289,1726
2931,1325
-1,-1
1323,429
1341,2085
2886,1231
1333,2967
2940,4574
4549,1295
6157,2903
1299,4507
430,583
111,324
551,1016
440,1394
582,1370
-1,-1
1033,2653
821,1943
1652,674
4196,1549
232,86
1354,48
501,1378
2507,902
2395,1126
1189,2485
1998,3714
65,0
2463,531
1,0
2459,1227
2644,1091
2297,739
1862,563
508,1782
2087,201
2246,1134
1048,46
1629,810
1536,1061
4604,3050
3680,3706
-1,-1
-1,-1
290,427
130,104
259,286
1007,1735
2166,2894
290,1698
645,1792
1162,47
845,2503
539,672
1772,145
1548,216
243,27
53,1701
1409,3038
788,2507
530,1631
-1,-1
526,30
2565,1318
893,324
989,373
1876,3973
776,1556
2452,1033
1422,518
189,1
3621,1497
11,48
741,2237
1645,662
200,2162
690,209
937,2077
4565,1738
216,276
1514,1574
4688,2380
2795,384
1126,2647
2544,973
1295,2759
608,1542
65,1720
1002,236
4142,2352
191,11
2239,3070
0,1
1808,1196
1002,2502
390,1475
-1,-1
75,1158
1951,738
804,1911
201,201
2586,1127
1860,3369
1724,202
2428,4062
-1,-1
1141,535
155,33
985,1742
1441,368
258,43
64,1216
1979,426
1746,116
2316,1125
708,1476
1,1
192,0
620,1591
78,989
354,1161
1,0
0,0
123,123
515,110
859,1473
1083,2371
830,707
1086,1116
992,1703
2252,806
0,684
2130,469
80,232
-1,-1
-1,-1
1178,677
2631,905
2685,5877
788,2419
40,3307
947,2167
672,3831
-1,-1
339,141
907,2460
496,1165
1610,1057
-1,-1
1072,239
1851,135
1013,2367
586,0
1673,1156
2485,1185
4728,1439
4142,916
152,174
1397,742
307,2258
3000,694
4574,9365
2017,785
507,1
635,1209
689,113
232,387
398,668
2474,1144
136,1122
-1,-1
489,-1
852,1278
548,1847
2644,1442
1620,3244
-1,-1
1036,143
490,0
3926,1804
0,0
1187,4093
2517,5212
402,162
878,439
1525,994
1066,3516
0,0
1947,418
4548,1193
3216,1526
1,3
-1,-1
8,1454
582,1039
2605,535
129,1332
2160,274
286,980
314,1712
-1,-1
1324,554
1581,249
1950,840
0,0
1653,3368
3816,1651
4998,3327
2285,571
58,545
-1,-1
-1,-1
1585,2176
100,919
1174,364
287,2085
1,0
2212,952
0,0
566,2187
2735,70
1035,291
862,253
887,213
1497,485
2838,1344
-1,-1
832,1606
1135,2130
749,3196
2377,1144
6684,3080
2374,963
2947,3563
958,51
539,1322
1635,1019
1024,2466
1256,3815
315,2726
665,76
2879,6160
11,295
230,827
1175,598
655,3109
